"","mouse_tg_3_171.counts","mouse_tg_3_172.counts","mouse_tg_3_173.counts","mouse_tg_3_174.counts","mouse_tg_3_175.counts","avg","Symbol","Name"
"ENSMUSG00000000305",9.09592500492524,9.52619191183968,8.717124732294,6.5498361151612,10.1144350733119,44.003512837532,"Cdh4","cadherin 4"
"ENSMUSG00000000308",244.379153947261,268.321072183484,378.616605281934,250.481611434347,255.345124043787,1397.14356689081,"Ckmt1","creatine kinase, mitochondrial 1, ubiquitous"
"ENSMUSG00000000317",1.47661120209825,1.76410961330364,0.761690510588796,1.78631894049851,1.45505908072206,7.24378934721127,"Bcl6b","B cell CLL/lymphoma 6, member B"
"ENSMUSG00000000318",0.856434497216987,0.79384932598664,0.677058231634485,0.141771344484009,0.354892458712699,2.82400585803482,"Clec10a","C-type lectin domain family 10, member A"
"ENSMUSG00000000325",44.4755294071994,37.3109183213721,34.6710236116159,40.3764789090457,44.6809605519287,201.514910801162,"Arvcf","armadillo repeat gene deleted in velocardiofacial syndrome"
"ENSMUSG00000000326",56.1998223518595,60.7147725245338,61.3584022418752,57.5875201294043,50.9980463170148,286.858563564688,"Comt","catechol-O-methyltransferase"
"ENSMUSG00000000339",36.2951033475751,33.0770552494433,40.7081261770234,39.6676221866256,40.9545897354454,190.702496696113,"Rtca","RNA 3'-terminal phosphate cyclase"
"ENSMUSG00000000340",29.4436273698392,29.1666122732869,25.0793653301274,31.4732384754499,31.6209180713014,146.783761520005,"Dbt","dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346",226.128239489326,200.902683128397,239.876089316168,240.585971589363,218.613754567022,1126.10673809028,"Dazap2","DAZ associated protein 2"
"ENSMUSG00000000355",30.9497707959794,33.2240643838853,31.2575216937921,40.8301472113945,28.9947138768275,165.256217961879,"Mcts1","malignant T cell amplified sequence 1"
"ENSMUSG00000000359",1.21082118572057,1.17607307553576,0.81811202989167,0.878982335800854,0.851741900910477,4.93573052785933,"Rem1","rad and gem related GTP binding protein 1"
"ENSMUSG00000000374",136.881858434508,134.278143399296,118.287715218475,119.995265971265,149.551682101531,658.994665125075,"Trappc10","trafficking protein particle complex 10"
"ENSMUSG00000000378",32.1901242057419,29.8722561186084,31.2293109341406,26.2560529984384,23.0325205704541,142.580264827383,"Ccm2","cerebral cavernous malformation 2"
"ENSMUSG00000000384",30.9497707959794,30.2250780412691,32.5834273974096,28.3542688968017,33.5728265942213,155.685371725681,"Tbrg4","transforming growth factor beta regulated gene 4"
"ENSMUSG00000000386",7.08773377007161,1.20547490242416,2.3697038107207,3.14732384754499,13.5923811686964,27.4026174994578,"Mx1","MX dynamin-like GTPase 1"
"ENSMUSG00000000392",0.531580032755371,0.235214615107153,0.338529115817243,0.255188420071216,0.567827933940318,1.9283401176913,"Fap","fibroblast activation protein"
"ENSMUSG00000000399",98.6376283001633,91.8807090262315,128.894960847415,93.9093385862074,90.0717060212829,503.3943427813,"Ndufa9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"ENSMUSG00000000402",6.34942816902249,6.32139278100473,7.25016523041928,6.5214818462644,3.76186006235461,30.2043280890655,"Egfl6","EGF-like-domain, multiple 6"
"ENSMUSG00000000409",0.856434497216987,1.11726942175897,0.733479750937359,0.907336604697656,0.709784917425397,4.32430519203637,"Lck","lymphocyte protein tyrosine kinase"
"ENSMUSG00000000411",0.206725568293755,0.294018268883941,0.479582914074427,0.510376840142431,0.532338688069048,2.0230422794636,"Tssk3","testis-specific serine kinase 3"
"ENSMUSG00000000416",28.8825151130418,25.8442058348984,15.0645456538673,23.2221462264806,28.8172676474711,121.830680475759,"Cttnbp2","cortactin binding protein 2"
"ENSMUSG00000000420",117.951702823608,104.229476319357,104.746550585785,134.512651646427,126.199758318236,587.640139693414,"Galnt1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439",29.2073695775034,31.3717492899165,31.511418530655,31.6717183577275,37.5121328859322,161.274388641735,"Mkrn2","makorin, ring finger protein, 2"
"ENSMUSG00000000440",1.09269228955271,0.911456633540216,0.959165828148854,0.907336604697656,0.887231146781746,4.75788250272118,"Pparg","peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000441",37.4763923092537,35.7232196693988,30.5240419428547,34.0251226761621,41.0610574730592,178.809834070728,"Raf1","v-raf-leukemia viral oncogene 1"
"ENSMUSG00000000486",2.68743238781882,4.23386307192875,2.48254684932645,4.19643179672666,2.76816117795905,16.3684352837597,"Sept1","septin 1"
"ENSMUSG00000000489",12.639791889961,14.4362970022015,7.22195447076784,8.59134347573093,10.8597092366086,53.7490960752699,"Pdgfb","platelet derived growth factor, B polypeptide"
"ENSMUSG00000000530",20.9088146217113,16.4062194037239,22.6814507597553,18.88394308527,21.6484399814746,100.528867851935,"Acvrl1","activin A receptor, type II-like 1"
"ENSMUSG00000000531",5.28626810351174,5.58634710879488,7.25016523041928,7.20198429978764,9.86601035221302,35.1907750947266,"Grasp","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532",62.0176704881266,57.9215989701363,57.211420573114,52.8523572236384,69.0620724654911,299.065119720507,"Acvr1b","activin A receptor, type 1B"
"ENSMUSG00000000538",269.038561022302,271.496469487431,297.426039005099,256.237528020397,280.968359562843,1375.16695709807,"Tom1l2","target of myb1-like 2 (chicken)"
"ENSMUSG00000000552",86.4112875467898,86.5883801863206,109.062796812455,75.5924808788734,87.1615878598388,444.816533284278,"Zfp385a","zinc finger protein 385A"
"ENSMUSG00000000555",13.0237108025066,10.0848266227192,8.91460004985405,10.7746221807847,11.5340049081627,54.3317645640272,"Itga5","integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560",204.126732578062,158.152426832672,162.719661669488,202.562896998752,128.400091562254,855.961809641228,"Gabra2","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000561",27.4354361349855,25.6383930466796,28.1825488917854,23.7041687977263,24.9134506016314,129.873997472808,"Wdr77","WD repeat domain 77"
"ENSMUSG00000000562",1.32895008188843,1.91111874774562,1.10021962640604,1.30429636925288,1.34859134310825,6.99317616840122,"Adora3","adenosine A3 receptor"
"ENSMUSG00000000563",255.542334635124,311.923981458973,287.354797809536,310.961266991225,249.737823196126,1415.52020409098,"Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ENSMUSG00000000567",59.5664958926435,44.2497494670331,45.6167983563734,40.2347075645617,38.3638747868427,228.031626067454,"Sox9","SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568",106.84758658383,96.1439739250486,121.955113973162,106.725468127562,116.582172687121,548.254315296723,"Hnrnpd","heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000581",45.9226083852557,34.2531283249791,57.4088958906741,39.9795191444905,32.5436384639545,210.107790209354,"C1d","C1D nuclear receptor co-repressor"
"ENSMUSG00000000594",192.697761873822,203.842865817236,233.6415114332,195.672809656829,150.864784198768,976.719732979855,"Gm2a","GM2 ganglioside activator protein"
"ENSMUSG00000000600",37.3287311890438,32.606626019229,21.8633387298636,30.5091933329587,32.5436384639545,154.85152773505,"Krit1","KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605",138.71285632511,147.56776915285,142.182228643242,132.18760159689,128.080688349413,688.731144067504,"Clcn4","chloride channel, voltage-sensitive 4"
"ENSMUSG00000000627",26.4904049656427,23.5802651644921,29.3674007971458,25.2069450492567,27.6816117795905,132.326627756128,"Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628",11.2222451359467,11.2608996982549,7.02447915320778,8.1376751733821,8.97877920543127,46.6240783662228,"Hk2","hexokinase 2"
"ENSMUSG00000000631",143.438012171824,149.449486073707,135.609121644457,138.907563325432,161.26313323905,728.66731645447,"Myo18a","myosin XVIIIA"
"ENSMUSG00000000632",47.0743651228923,48.718827154069,48.3250312829114,37.7395319016431,52.204680676638,234.062436138154,"Sez6","seizure related gene 6"
"ENSMUSG00000000682",10.8087939993592,20.1696532454383,8.06827726031095,11.0865191386495,9.79503186047048,59.9282755042285,"Cd52","CD52 antigen"
"ENSMUSG00000000686",4.48889805437869,2.44035163173671,3.75203103364111,4.45162021679787,5.78474707701699,20.9176480135714,"Abhd15","abhydrolase domain containing 15"
"ENSMUSG00000000690",37.1220056207501,47.7191650398636,38.0563147697884,37.6828233638495,39.2865951794957,199.866903973747,"Hoxb6","homeobox B6"
"ENSMUSG00000000693",6.91054042581982,6.32139278100473,4.96509369865289,5.38731109039233,7.20431691186778,30.7886549077376,"Loxl3","lysyl oxidase-like 3"
"ENSMUSG00000000708",83.3990006945093,79.7671563482131,66.8877111335568,81.8871285739634,86.4163136965421,398.357310446785,"Kat2b","K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711",99.9961106060937,94.3210606579682,106.298142366614,90.3650549741072,97.5599369001208,488.540305504904,"Rab5b","RAB5B, member RAS oncogene family"
"ENSMUSG00000000731",1.59474009826611,0.352821922660729,0.81811202989167,3.40251226761621,3.76186006235461,9.93004638078933,"Aire","autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)"
"ENSMUSG00000000732",23.7734403537819,13.9364659450988,28.7749748444656,18.3735662451275,26.1555742071259,111.0140215956,"Icosl","icos ligand"
"ENSMUSG00000000738",53.8667766525443,58.8624574305649,61.0480838857094,59.5439646832837,58.6282341793378,291.94951683144,"Spg7","SPG7, paraplegin matrix AAA peptidase subunit"
"ENSMUSG00000000739",0.826902273175022,0.735045672209852,0.930955068497417,0.340251226761621,1.24212360549445,4.07527784613836,"Sult5a1","sulfotransferase family 5A, member 1"
"ENSMUSG00000000740",142.995028811195,164.709034228784,173.439750337034,157.422900915043,156.330128062944,794.896842354999,"Rpl13","ribosomal protein L13"
"ENSMUSG00000000743",74.8937201704234,84.0304212470303,89.4281080950549,87.529628084427,80.4186311442975,416.300508741233,"Chmp1a","charged multivesicular body protein 1A"
"ENSMUSG00000000751",82.6016306453763,81.8546860572891,105.282555019162,83.3048420188035,69.700878891174,422.744592631805,"Rpa1","replication protein A1"
"ENSMUSG00000000753",18.7529622666478,28.6079775624074,23.1610336738297,14.2054887172977,13.7343381521814,98.461800372364,"Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1"
"ENSMUSG00000000759",34.9956854897286,37.4873292827024,30.4676204235518,36.2367556501126,40.3867618015051,179.574152647601,"Tubgcp3","tubulin, gamma complex associated protein 3"
"ENSMUSG00000000766",2.65790016377685,3.17539730394656,1.24127342466322,1.44606771373689,3.12305363667175,11.6436922427953,"Oprm1","opioid receptor, mu 1"
"ENSMUSG00000000776",15.209095381612,20.2578587261035,14.9234918556101,16.3887674223514,17.5671767062786,84.3463900919556,"Polr3d","polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782",2.80556128398668,3.4694155728305,2.22865001246351,3.03390677195779,3.05207514492921,14.5896087861677,"Tcf7","transcription factor 7, T cell specific"
"ENSMUSG00000000787",293.254984736713,245.88747826764,257.59244637727,284.591796917199,296.264224533361,1377.59093083218,"Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"ENSMUSG00000000791",13.6438875073879,5.968570858344,18.1395184558739,21.0388675214269,22.6776281117414,81.4684724547741,"Il12rb1","interleukin 12 receptor, beta 1"
"ENSMUSG00000000792",4.37076915821083,5.73335624323685,4.93688293900145,4.73516290576589,7.70116635406556,27.4773376002806,"Slc5a5","solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794",21.6175879987184,20.6106806487642,14.5003304608386,14.7442198263369,18.9157680493868,90.388586984045,"Kcnn3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804",131.388864762703,116.695850920036,114.168944309365,114.579600611976,138.372569652081,615.205830256161,"Usp32","ubiquitin specific peptidase 32"
"ENSMUSG00000000805",9.00732833279934,14.4951006559783,8.35038485682532,8.0526123666917,8.76584373020365,48.6712699424983,"Car4","carbonic anhydrase 4"
"ENSMUSG00000000811",10.7497295512753,12.8780001771166,12.8641064010552,10.1224739961582,12.5277037925583,59.1420139181636,"Txnrd3","thioredoxin reductase 3"
"ENSMUSG00000000823",24.6298748509989,22.8746213191706,13.428321594084,24.7249224780111,35.2763103960422,120.934050638307,"Zfp512b","zinc finger protein 512B"
"ENSMUSG00000000826",322.462354314216,309.424826173459,341.209137984129,295.338064829087,350.17238901182,1618.60677231271,"Dnajc5","DnaJ heat shock protein family (Hsp40) member C5"
"ENSMUSG00000000827",73.7419634327867,84.0892249008071,64.2076889666703,75.507418072183,71.0849594801535,368.631254852601,"Tpd52l2","tumor protein D52-like 2"
"ENSMUSG00000000838",65.9749885097499,42.8384617763902,51.5410578831752,48.7409882336022,45.639170190453,254.734666593371,"Fmr1","fragile X mental retardation syndrome 1"
"ENSMUSG00000000861",12.8465174582548,11.8783380629112,16.0237114820161,10.7746221807847,14.9409725118046,66.4641616957714,"Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein)"
"ENSMUSG00000000869",4.48889805437869,4.76309595591984,4.06234938980691,4.36655741010747,3.69088157061207,21.371782380825,"Il4","interleukin 4"
"ENSMUSG00000000876",20.7316212774595,21.7573518974116,21.1016482192748,18.2601491695403,15.4378219540024,97.2885925176886,"Pxmp4","peroxisomal membrane protein 4"
"ENSMUSG00000000881",53.0989388274532,52.6586719571138,48.4660850811686,46.047332688406,49.7559227115203,250.026951265662,"Dlg3","discs, large homolog 3 (Drosophila)"
"ENSMUSG00000000884",3.18948019653223,3.4988173997189,3.72382027398967,3.11896957864819,4.36517724216619,17.8962646910552,"Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"ENSMUSG00000000889",0.0295322240419651,0.676242018433064,0.0282107596514369,0.0283542688968017,0.532338688069048,1.29467795909232,"Dbh","dopamine beta hydroxylase"
"ENSMUSG00000000901",2.30351347527327,3.05778999639298,2.59538988793219,2.01315309167292,2.41326871924635,12.3831151705177,"Mmp11","matrix metallopeptidase 11"
"ENSMUSG00000000902",47.5764129316057,52.746877437779,54.3903446079703,45.5369558482636,45.3197669776116,245.57035780323,"Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915",67.7764541763098,79.6495490406596,72.5580738234957,70.5170667463459,76.9761742947843,367.477318081595,"Hip1r","huntingtin interacting protein 1 related"
"ENSMUSG00000000916",11.015519567653,8.49712797074589,11.3125146202262,11.5685417098951,15.2248864787748,57.6185903472949,"Nsun5","NOL1/NOP2/Sun domain family, member 5"
"ENSMUSG00000000934",9.95235950214222,12.2899636393487,9.05565384811124,10.3776624162294,9.51111789350032,51.1867572993319,"Top1mt","DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000938",33.2828164952946,0.882054806651822,35.9405077959306,1.41771344484009,1.10016662200937,72.6232591647265,"Hoxa10","homeobox A10"
"ENSMUSG00000000942",4.60702695054655,9.84961200761202,4.62656458283565,5.92604219943156,7.55920937058048,32.5684551110063,"Hoxa4","homeobox A4"
"ENSMUSG00000000948",12.9941785784646,4.20446124504035,6.82700383564772,3.99795191444905,7.45274163296667,35.4763372065684,"Snurf","SNRPN upstream reading frame"
"ENSMUSG00000000957",29.4140951457972,23.6684706451572,24.0637779826757,28.4960402412858,24.4166011594337,130.058985174349,"Mmp14","matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958",5.72925146414122,5.29232883991093,5.10614749691008,6.74831599743881,4.36517724216619,27.2412210405672,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959",61.7814126957909,65.3308593460116,69.8498408969577,67.5115142432849,72.7174647902319,337.191091972277,"Oxa1l","oxidase assembly 1-like"
"ENSMUSG00000000976",16.921964376046,18.5231509396883,12.7794741221009,15.5097850865506,15.7927144127151,79.5270889371008,"Heatr6","HEAT repeat containing 6"
"ENSMUSG00000000982",3.80965690141349,7.17404576076815,0.959165828148854,2.55188420071216,1.41956983485079,15.9143225258935,"Ccl3","chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016",61.8404771438748,70.0057498212663,70.3576345706836,61.7555976572342,64.2000457811272,328.159504974186,"Ilf2","interleukin enhancer binding factor 2"
"ENSMUSG00000001017",128.524239030632,123.370065623702,136.201547597137,119.258054979948,107.816328956918,615.170236188337,"Chtop","chromatin target of PRMT1"
"ENSMUSG00000001018",88.5671399018532,95.4089282528388,89.1177897388891,100.459174701369,86.5937599258985,460.146792520848,"Snapin","SNAP-associated protein"
"ENSMUSG00000001020",2.33304569931524,2.79317355439744,1.77727785804052,2.12657016726013,1.84544078530603,10.8755080643194,"S100a4","S100 calcium binding protein A4"
"ENSMUSG00000001021",0.826902273175022,0.940858460428611,0.423161394771553,0.510376840142431,0.319403212841429,3.02070218135905,"S100a3","S100 calcium binding protein A3"
"ENSMUSG00000001025",175.214685240979,191.082472947673,168.390024359427,190.370561373127,175.565299325172,900.623043246377,"S100a6","S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029",3.10088352440633,1.61710047886167,2.3697038107207,2.58023846960896,2.09386550640492,11.7617917900026,"Icam2","intercellular adhesion molecule 2"
"ENSMUSG00000001034",13.496226387178,16.3180139230587,10.2122949938202,14.5173856751625,14.5151015613494,69.0590225405688,"Mapk7","mitogen-activated protein kinase 7"
"ENSMUSG00000001036",115.589124900251,130.691120518912,99.245452453755,103.890041237882,102.421963584485,551.837702695284,"Epn2","epsin 2"
"ENSMUSG00000001039",9.33218279726096,11.1726942175898,8.99923232880836,8.84653189580214,8.19801579626334,46.5486570357246,"B9d1","B9 protein domain 1"
"ENSMUSG00000001052",52.9512777072433,53.423119456212,46.8862825406881,52.1718547701152,60.0123147683173,265.444849242576,"Sec24b","Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053",9.06639278088327,10.1730321033844,9.61986904113998,9.44197154263498,9.97247808982683,48.2737435578694,"N4bp3","NEDD4 binding protein 3"
"ENSMUSG00000001054",26.9629205503141,29.989863426162,27.4772799004995,27.8438920566593,28.4623751887584,140.736331122393,"Rmnd5b","required for meiotic nuclear division 5 homolog B"
"ENSMUSG00000001056",15.6225465181995,19.7874294958892,21.2991235368348,19.2525485809284,19.9804454255249,95.9420935573769,"Nhp2","NHP2 ribonucleoprotein"
"ENSMUSG00000001062",28.0851450639088,30.0192652530504,28.8878178830714,31.8134897022116,38.3638747868427,157.169592689085,"Vps9d1","VPS9 domain containing 1"
"ENSMUSG00000001065",26.7266627579784,26.3146350651127,14.6413842590957,29.3466683081898,30.0948804988368,127.124230889213,"Zfp276","zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082",16.3608521192486,13.9070641182104,12.4973665255865,15.3396594731697,20.0514239172675,78.1563661534828,"Mfsd10","major facilitator superfamily domain containing 10"
"ENSMUSG00000001089",118.955798441035,121.341339568402,94.8163631884794,101.536636919447,131.523145198926,568.17328331629,"Luzp1","leucine zipper protein 1"
"ENSMUSG00000001098",34.611766577183,26.9908770835458,30.3547773849461,26.2276987295416,34.9923964290721,153.177516204289,"Kctd10","potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100",88.0060276450559,95.7029465217227,103.08211576635,94.533132501937,100.718479782664,482.04270221773,"Poldip2","polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001105",32.8988975827491,40.662726586649,33.0912210711355,42.1344435806474,38.2928962951002,187.080185116281,"Ift20","intraflagellar transport 20"
"ENSMUSG00000001119",8.32808717983415,11.6725252746924,6.46026396017905,6.29464769508999,16.2185853631703,48.974109472966,"Col6a1","collagen, type VI, alpha 1"
"ENSMUSG00000001120",43.2056437733949,37.5755347633676,51.7667439603867,40.3764789090457,46.1005303867795,219.024931792974,"Pcbp3","poly(rC) binding protein 3"
"ENSMUSG00000001123",41.0793236423734,33.4004753452157,32.6398489167125,30.1689421061971,43.403347700563,180.691937711062,"Lgals9","lectin, galactose binding, soluble 9"
"ENSMUSG00000001127",142.729238794817,129.456243789599,133.239417833736,151.326733102231,157.288337701468,714.039971221852,"Araf","Araf proto-oncogene, serine/threonine kinase"
"ENSMUSG00000001128",2.68743238781882,2.73436990062065,2.00296393525202,2.80707262078337,2.34229022750381,12.5741290719787,"Cfp","complement factor properdin"
