"","NA.","logFC","logCPM","PValue","symbol","name","entrez"
"748","ENSMUSG00000043461",-1.03806780405265,3.06995562967019,9.85252803569249e-13,"Sptssb","serine palmitoyltransferase, small subunit B","66183"
"747","ENSMUSG00000043448",-1.51438932765706,6.20250496615176,3.36658449682101e-07,"Gjc2","gap junction protein, gamma 2","118454"
"745","ENSMUSG00000043342",1.56793648532064,3.20639179487879,0.00480127511287807,"Hoxd9","homeobox D9","15438"
"730","ENSMUSG00000042529",-1.06182385450161,3.01599797673236,5.71627457214707e-14,"Kcnj12","potassium inwardly-rectifying channel, subfamily J, member 12","16515"
"717","ENSMUSG00000041736",1.84843705140968,3.63242736812472,4.36303163475217e-32,"Tspo","translocator protein","12257"
"709","ENSMUSG00000041220",-1.43622319085655,6.23491992599252,1.16112491449592e-20,"Elovl6","ELOVL family member 6, elongation of long chain fatty acids (yeast)","170439"
"708","ENSMUSG00000041205",-1.21089396053044,6.06926291534734,3.89204376032071e-09,"Map6d1","MAP6 domain containing 1","208158"
"701","ENSMUSG00000040690",1.41691649358398,5.46225222126217,4.59938181118295e-13,"Col16a1","collagen, type XVI, alpha 1","107581"
"699","ENSMUSG00000040666",-1.3399858164619,4.54073997690091,8.95464422011242e-22,"Sh3bgr","SH3-binding domain glutamic acid-rich protein","50795"
"691","ENSMUSG00000040424",-1.04993182271672,5.34415464693272,5.39943813419893e-16,"Hipk4","homeodomain interacting protein kinase 4","233020"
"672","ENSMUSG00000039385",-1.01895166335562,3.07953316028548,1.54207075533072e-06,"Cdh6","cadherin 6","12563"
"660","ENSMUSG00000038530",-1.10952271658922,6.77058626792417,1.15611640429561e-33,"Rgs4","regulator of G-protein signaling 4","19736"
"653","ENSMUSG00000038227",1.6221617636552,3.89546956373955,0.00105733563275159,"Hoxa9","homeobox A9","15405"
"620","ENSMUSG00000036760",-1.15525067618901,4.17971608443551,3.41362343195205e-11,"Kcnk9","potassium channel, subfamily K, member 9","223604"
"614","ENSMUSG00000036198",-1.09312988168277,5.37581277790266,2.78379198747844e-19,"Arhgap36","Rho GTPase activating protein 36","75404"
"610","ENSMUSG00000035805",1.0853163484828,8.55835064661372,1.38633973952257e-27,"Mlc1","megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)","170790"
"608","ENSMUSG00000035745",-1.89033604089948,1.73783807826191,8.1940808572988e-30,"Grin3b","glutamate receptor, ionotropic, NMDA3B","170483"
"603","ENSMUSG00000035615",1.08611813484176,5.37921862287305,7.73273552614829e-10,"Frmpd1","FERM and PDZ domain containing 1","666060"
"588","ENSMUSG00000034936",2.29107162473144,5.01654519469398,2.7288353987091e-14,"Arl4d","ADP-ribosylation factor-like 4D","80981"
"576","ENSMUSG00000034579",1.41442598073525,4.52135970678454,3.12745126769406e-07,"Pla2g3","phospholipase A2, group III","237625"
"575","ENSMUSG00000034460",-1.07427266703425,2.35996088220462,9.27821788576409e-11,"Six4","sine oculis-related homeobox 4","20474"
"570","ENSMUSG00000034209",-1.01904312690576,0.820063355827602,5.80712763684007e-08,"Rasl10a","RAS-like, family 10, member A","75668"
"560","ENSMUSG00000033579",-1.30001142297917,7.86034684957764,1.91410033124526e-12,"Fa2h","fatty acid 2-hydroxylase","338521"
"548","ENSMUSG00000032854",-2.24500454892217,8.49385604485209,7.21807633879585e-11,"Ugt8a","UDP galactosyltransferase 8A","22239"
"533","ENSMUSG00000032318",-2.14430625052658,0.937353442451991,1.20143145548667e-17,"Isl2","insulin related protein 2 (islet 2)","104360"
"522","ENSMUSG00000031980",1.99968668348555,8.88104403790737,1.03109493993471e-23,"Agt","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)","11606"
"521","ENSMUSG00000031910",-1.72903820473764,2.04651985541319,3.23365021762569e-18,"Has3","hyaluronan synthase 3","15118"
"520","ENSMUSG00000031883",-1.34103969318063,2.9748953193898,7.83056904122223e-15,"Car7","carbonic anhydrase 7","12354"
"515","ENSMUSG00000031790",-1.10549057615303,5.95172351609048,2.656142816251e-11,"Mmp15","matrix metallopeptidase 15","17388"
"512","ENSMUSG00000031760",1.55415574137522,8.46491774719433,9.99764164664857e-19,"Mt3","metallothionein 3","17751"
"499","ENSMUSG00000031239",-1.0570478589627,5.95691685906521,5.16728286769107e-09,"Itm2a","integral membrane protein 2A","16431"
"494","ENSMUSG00000031139",-1.0655114282285,4.70994419599908,1.62207498490378e-22,"Mcf2","mcf.2 transforming sequence","109904"
"474","ENSMUSG00000030666",-1.05513505851009,3.09725679761694,5.02618691030508e-07,"Calcb","calcitonin-related polypeptide, beta","116903"
"473","ENSMUSG00000030607",-1.4648614833742,3.73511344897169,2.67588533153437e-26,"Acan","aggrecan","11595"
"462","ENSMUSG00000030317",1.54615402996529,7.33917599513319,4.16411269975629e-20,"Timp4","tissue inhibitor of metalloproteinase 4","110595"
"454","ENSMUSG00000030088",1.39430621688538,6.61004627301264,8.86804215534164e-37,"Aldh1l1","aldehyde dehydrogenase 1 family, member L1","107747"
"453","ENSMUSG00000030087",1.51187010796895,5.73198725741414,8.95314030331965e-11,"Klf15","Kruppel-like factor 15","66277"
"430","ENSMUSG00000029359",-1.56372883697,4.22118321982637,5.78833939296786e-34,"Tesc","tescalcin","57816"
"428","ENSMUSG00000029219",-2.00733065842236,3.96782295640835,6.11640289452769e-26,"Slc10a4","solute carrier family 10 (sodium/bile acid cotransporter family), member 4","231290"
"421","ENSMUSG00000028963",2.50029890648508,3.50138572344464,3.07802915483685e-20,"Uts2","urotensin 2","24111"
"420","ENSMUSG00000028876",-1.11673471554656,5.33043504180546,2.03739646371617e-20,"Epha10","Eph receptor A10","230735"
"384","ENSMUSG00000027525",1.28602863310479,7.09568330339783,3.25094861014461e-09,"Phactr3","phosphatase and actin regulator 3","74189"
"376","ENSMUSG00000027186",-1.4525593136948,0.801711227326258,1.25003477850538e-09,"Elf5","E74-like factor 5","13711"
"349","ENSMUSG00000026468",-2.00711180449339,2.14520307249468,2.78691077203346e-36,"Lhx4","LIM homeobox protein 4","16872"
"320","ENSMUSG00000025666",1.02894797401512,6.62153682883463,1.73291526088178e-10,"Tmem47","transmembrane protein 47","192216"
"289","ENSMUSG00000024558",1.16785418995627,5.98694975272871,2.57555219960813e-13,"Mapk4","mitogen-activated protein kinase 4","225724"
"270","ENSMUSG00000023945",-1.35516586690892,6.32217058910434,2.07759192541654e-16,"Slc5a7","solute carrier family 5 (choline transporter), member 7","63993"
"260","ENSMUSG00000023047",-1.23898650402023,0.812457265141121,5.96523003595129e-09,"Amhr2","anti-Mullerian hormone type 2 receptor","110542"
"258","ENSMUSG00000023031",1.18448656937516,4.00387705167421,1.47915022982831e-13,"Cela1","chymotrypsin-like elastase family, member 1","109901"
"250","ENSMUSG00000022860",-4.59147997558126,4.72662245782694,4.37700782077646e-130,"Chodl","chondrolectin","246048"
"246","ENSMUSG00000022758",-1.16576155943883,3.43664192718494,6.65998198789936e-19,"P2rx6","purinergic receptor P2X, ligand-gated ion channel, 6","18440"
"244","ENSMUSG00000022602",-1.55489956234625,4.51329501517,2.35262799787932e-13,"Arc","activity regulated cytoskeletal-associated protein","11838"
"240","ENSMUSG00000022485",-1.20638137946719,4.09103723757168,0.00236086416345586,"Hoxc5","homeobox C5","15424"
"238","ENSMUSG00000022479",-1.19724352072968,1.67125705285777,3.22186921790788e-07,"Vdr","vitamin D receptor","22337"
"237","ENSMUSG00000022469",1.10518307454246,5.54387937954762,6.80696282635257e-14,"Rapgef3","Rap guanine nucleotide exchange factor (GEF) 3","223864"
"225","ENSMUSG00000022037",1.27111463049268,10.1166321198663,3.37356302173847e-33,"Clu","clusterin","12759"
"220","ENSMUSG00000021974",-1.00401667029675,4.75263740302132,4.23917391004881e-16,"Fgf9","fibroblast growth factor 9","14180"
"217","ENSMUSG00000021919",-1.29641360193595,4.64745284185567,3.93997402499412e-14,"Chat","choline acetyltransferase","12647"
"204","ENSMUSG00000021647",1.08371321266416,3.75635790935818,7.68665617167946e-06,"Cartpt","CART prepropeptide","27220"
"191","ENSMUSG00000021186",1.1499744255637,3.9021692252256,4.77018771083153e-06,"Fbln5","fibulin 5","23876"
"190","ENSMUSG00000021091",3.57496970119799,8.81769324207272,1.11425615079487e-207,"Serpina3n","serine (or cysteine) peptidase inhibitor, clade A, member 3N","20716"
"168","ENSMUSG00000020334",1.30443438569915,5.39702795660793,1.12136713692368e-28,"Slc22a4","solute carrier family 22 (organic cation transporter), member 4","30805"
"163","ENSMUSG00000020150",-1.16478099811216,4.50355615922314,3.91411956567559e-06,"Gamt","guanidinoacetate methyltransferase","14431"
"158","ENSMUSG00000020099",-1.12804218123635,6.28269922016618,6.44699718239782e-11,"Unc5b","unc-5 netrin receptor B","107449"
"149","ENSMUSG00000019848",-1.58128810706337,1.59208339768467,2.35630512475559e-21,"Popdc3","popeye domain containing 3","78977"
"146","ENSMUSG00000019232",2.92324870924543,6.74054500322206,3.18946173425198e-22,"Etnppl","ethanolamine phosphate phospholyase","71760"
"134","ENSMUSG00000018339",1.78157500052196,5.81127385876133,2.39950881402224e-17,"Gpx3","glutathione peroxidase 3","14778"
"130","ENSMUSG00000017737",-1.50120906950794,2.64872964917304,1.44384230205106e-12,"Mmp9","matrix metallopeptidase 9","17395"
"129","ENSMUSG00000017734",1.00835430555804,7.58307528806727,9.07583759079357e-08,"Dbndd2","dysbindin (dystrobrevin binding protein 1) domain containing 2","52840"
"106","ENSMUSG00000011256",-1.56251141305272,4.90409169115981,7.53686126325218e-17,"Adam19","a disintegrin and metallopeptidase domain 19 (meltrin beta)","11492"
"105","ENSMUSG00000011171",-1.76337040118829,2.19302000241216,2.13168409805048e-10,"Vipr2","vasoactive intestinal peptide receptor 2","22355"
"104","ENSMUSG00000010825",-1.70299016631714,2.06984756022528,1.26994354969792e-18,"Grid2ip","glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1","170935"
"85","ENSMUSG00000007030",-1.62246140819253,3.11728039319378,2.36139169416172e-21,"Vwa7","von Willebrand factor A domain containing 7","27762"
"78","ENSMUSG00000006342",-1.416621181272,5.49248559580608,5.91399814607431e-31,"Susd2","sushi domain containing 2","71733"
"75","ENSMUSG00000006205",1.07394110231634,8.65649056083662,1.0547102351459e-15,"Htra1","HtrA serine peptidase 1","56213"
"73","ENSMUSG00000005611",-1.18787213725207,3.35295630689858,9.63542634890088e-12,"Mrvi1","MRV integration site 1","17540"
"50","ENSMUSG00000003500",-1.22333953277597,5.21512273854298,1.7876327772815e-30,"Impdh1","inosine 5'-phosphate dehydrogenase 1","23917"
"45","ENSMUSG00000002910",1.6083632875903,5.40318252780285,5.5163870777779e-09,"Arrdc2","arrestin domain containing 2","70807"
"27","ENSMUSG00000001566",-1.72141935627104,1.00684384302471,2.90049015031376e-12,"Mnx1","motor neuron and pancreas homeobox 1","15285"
"17","ENSMUSG00000000938",3.47553164121013,3.00842423835217,2.71588620117058e-05,"Hoxa10","homeobox A10","15395"
