"","NA.","logFC","logCPM","PValue","symbol","name","entrez"
"905","ENSMUSG00000061132",1.44186331072688,2.48732403739944,2.69951946008779e-13,"Blnk","B cell linker","17060"
"904","ENSMUSG00000060802",1.95214637912143,7.64966150599968,6.60288984069542e-55,"B2m","beta-2 microglobulin","12010"
"900","ENSMUSG00000060519",1.55559980584361,4.6255761180265,1.40616379247386e-16,"Tor3a","torsin family 3, member A","30935"
"894","ENSMUSG00000059588",1.12645169328476,4.20857975949568,9.75853220523089e-05,"Calcrl","calcitonin receptor-like","54598"
"893","ENSMUSG00000059555",1.18648138507406,2.7866861373254,2.94607981067267e-15,"Tor4a","torsin family 4, member A","227612"
"892","ENSMUSG00000059498",1.99952596660137,4.49284219795873,2.58100913588059e-44,"Fcgr3","Fc receptor, IgG, low affinity III","14131"
"891","ENSMUSG00000059456",1.30525240801749,3.66826511103687,2.54798492066441e-21,"Ptk2b","PTK2 protein tyrosine kinase 2 beta","19229"
"886","ENSMUSG00000058715",2.18077901961275,4.36726168562068,4.99693486703075e-43,"Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide","14127"
"882","ENSMUSG00000058099",1.11252790993235,2.73103945450686,1.14694623811708e-08,"Nfam1","Nfat activating molecule with ITAM motif 1","74039"
"878","ENSMUSG00000057596",2.09872371391843,2.20451655845143,5.37083988624202e-08,"Trim30d","tripartite motif-containing 30D","209387"
"872","ENSMUSG00000056529",2.27366889692194,1.95229520430761,1.45102096080875e-29,"Ptafr","platelet-activating factor receptor","19204"
"868","ENSMUSG00000056313",1.00928039812462,1.58499744537342,5.59357183515569e-06,"1810011O10Rik","RIKEN cDNA 1810011O10 gene","69068"
"867","ENSMUSG00000056220",-1.26605975158579,4.65824750862666,4.06760135157948e-07,"Pla2g4a","phospholipase A2, group IVA (cytosolic, calcium-dependent)","18783"
"866","ENSMUSG00000055541",1.37988480786302,4.32340253246905,7.78748509726106e-14,"Lair1","leukocyte-associated Ig-like receptor 1","52855"
"861","ENSMUSG00000054626",1.97580042094964,0.510949313343577,1.41692246833414e-12,"Xlr","X-linked lymphocyte-regulated","22441"
"857","ENSMUSG00000053835",1.35372902645443,3.21096858829249,1.14231084246853e-05,"H2-T24","histocompatibility 2, T region locus 24","15042"
"855","ENSMUSG00000053318",1.6135414399307,0.520156629228052,2.38729855318639e-06,"Slamf8","SLAM family member 8","74748"
"852","ENSMUSG00000053158",1.20496631757892,3.01602203638679,3.71290004675807e-11,"Fes","feline sarcoma oncogene","14159"
"851","ENSMUSG00000053113",3.24101476160138,3.25335299245402,2.5780985576834e-63,"Socs3","suppressor of cytokine signaling 3","12702"
"844","ENSMUSG00000052384",1.44558047535551,3.74710543018375,1.4408929966665e-12,"Nrros","negative regulator of reactive oxygen species","224109"
"843","ENSMUSG00000052336",1.07606719429666,6.22959847138611,5.50877566514748e-12,"Cx3cr1","chemokine (C-X3-C motif) receptor 1","13051"
"841","ENSMUSG00000052160",1.8402864947316,4.73538476623888,5.51509131519308e-36,"Pld4","phospholipase D family, member 4","104759"
"840","ENSMUSG00000052142",1.5993083944446,2.82637046530023,4.14550999817179e-14,"Rasal3","RAS protein activator like 3","320484"
"838","ENSMUSG00000052085",1.05047391443847,3.48435750207412,4.20707184446684e-08,"Dock8","dedicator of cytokinesis 8","76088"
"836","ENSMUSG00000051652",1.24190147464554,3.56098485383812,6.40045492069851e-18,"Lrrc3","leucine rich repeat containing 3","237387"
"835","ENSMUSG00000051506",1.30764460243619,2.36113991611124,1.94525443283349e-12,"Wdfy4","WD repeat and FYVE domain containing 4","545030"
"834","ENSMUSG00000051498",1.24084339820948,0.859885129578226,6.58121921228639e-08,"Tlr6","toll-like receptor 6","21899"
"833","ENSMUSG00000051439",2.28154995991506,3.7084718176765,2.22030522700154e-54,"Cd14","CD14 antigen","12475"
"832","ENSMUSG00000051212",1.15062231714378,1.57223789844606,6.69293222610972e-11,"Gpr183","G protein-coupled receptor 183","321019"
"828","ENSMUSG00000050732",1.16397822963991,4.14236138041816,1.41171437263817e-19,"Vamp8","vesicle-associated membrane protein 8","22320"
"827","ENSMUSG00000050708",1.08495125919503,5.85040136595073,1.00978058797699e-23,"Ftl1","ferritin light polypeptide 1","14325"
"816","ENSMUSG00000049625",1.14588487280218,2.49619292612383,2.26989135074e-05,"Tifab","TRAF-interacting protein with forkhead-associated domain, family member B","212937"
"813","ENSMUSG00000049130",1.3319638707987,0.978898246635715,1.57609202044362e-05,"C5ar1","complement component 5a receptor 1","12273"
"811","ENSMUSG00000048865",1.32659266769233,3.12251438681537,2.85662249066134e-11,"Arhgap30","Rho GTPase activating protein 30","226652"
"809","ENSMUSG00000048779",1.76698696741302,2.81338005670166,3.46806667914609e-24,"P2ry6","pyrimidinergic receptor P2Y, G-protein coupled, 6","233571"
"797","ENSMUSG00000047798",2.40642635205691,2.95899856925955,5.69901650273786e-17,"Cd300lf","CD300 molecule like family member F","246746"
"793","ENSMUSG00000047407",1.76753527487324,2.34374472442046,5.6049586689714e-28,"Tgif1","TGFB-induced factor homeobox 1","21815"
"790","ENSMUSG00000047180",2.11960770105093,1.4414084761192,5.43232178660908e-20,"Neurl3","neuralized E3 ubiquitin protein ligase 3","214854"
"786","ENSMUSG00000046805",3.62814354189542,6.85412587738529,6.76908451684163e-59,"Mpeg1","macrophage expressed gene 1","17476"
"783","ENSMUSG00000046688",1.24000817736944,3.45119261191589,1.39075281987414e-12,"Tifa","TRAF-interacting protein with forkhead-associated domain","211550"
"781","ENSMUSG00000046410",1.61302829103256,3.03626089411107,1.4514457319203e-23,"Kcnk6","potassium inwardly-rectifying channel, subfamily K, member 6","52150"
"775","ENSMUSG00000045817",1.37421173858617,5.45441604493095,6.30444224638838e-23,"Zfp36l2","zinc finger protein 36, C3H type-like 2","12193"
"771","ENSMUSG00000045322",1.66066409921996,1.68662898432162,1.01992874581121e-16,"Tlr9","toll-like receptor 9","81897"
"764","ENSMUSG00000044827",1.9345823378848,1.38965267433937,2.10695984889292e-18,"Tlr1","toll-like receptor 1","21897"
"763","ENSMUSG00000044811",2.79843579659664,3.53110667023175,1.1282709448385e-59,"Cd300c2","CD300C molecule 2","140497"
"762","ENSMUSG00000044786",2.59450113460321,4.45660621370501,1.86901660228778e-16,"Zfp36","zinc finger protein 36","22695"
"760","ENSMUSG00000044583",2.90256361901881,3.7616281018817,8.54407723359885e-40,"Tlr7","toll-like receptor 7","170743"
"758","ENSMUSG00000044468",2.30563356948927,3.75178331740562,1.80144528618228e-46,"Fam46c","family with sequence similarity 46, member C","74645"
"757","ENSMUSG00000044456",1.10113598636353,2.52279503547544,1.82074486159762e-07,"Rin3","Ras and Rab interactor 3","217835"
"750","ENSMUSG00000043953",1.23933049745862,1.49972397445449,1.5412792972351e-10,"Ccrl2","chemokine (C-C motif) receptor-like 2","54199"
"746","ENSMUSG00000043415",1.55824170238759,3.84657891153133,3.3186751714116e-23,"Otud1","OTU domain containing 1","71198"
"742","ENSMUSG00000043008",1.78602989873943,2.54705183539363,6.52946460934336e-14,"Klhl6","kelch-like 6","239743"
"734","ENSMUSG00000042759",1.67596795553642,1.50303641005417,3.57555612428776e-20,"Apobr","apolipoprotein B receptor","171504"
"733","ENSMUSG00000042677",1.98291565367629,1.75629255415412,1.91009195979133e-15,"Zc3h12a","zinc finger CCCH type containing 12A","230738"
"732","ENSMUSG00000042622",3.47727382744212,3.96744210901923,1.66992809682083e-24,"Maff","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)","17133"
"731","ENSMUSG00000042613",1.49606787616517,7.52434119951563,1.60078629630794e-53,"Pbxip1","pre B cell leukemia transcription factor interacting protein 1","229534"
"725","ENSMUSG00000042228",1.58781956114837,3.8079624971129,5.63539252094353e-28,"Lyn","LYN proto-oncogene, Src family tyrosine kinase","17096"
"723","ENSMUSG00000042190",1.56462598052499,2.87909509342295,2.41761636256177e-21,"Cmklr1","chemokine-like receptor 1","14747"
"719","ENSMUSG00000041797",1.0573451881075,4.16683571870458,1.37075522323147e-10,"Abca9","ATP-binding cassette, sub-family A (ABC1), member 9","217262"
"714","ENSMUSG00000041538",1.89975952661777,1.66390544043091,1.20994432687599e-26,"H2-Ob","histocompatibility 2, O region beta locus","15002"
"713","ENSMUSG00000041515",2.12866324637763,3.93282005237363,1.10790726582553e-34,"Irf8","interferon regulatory factor 8","15900"
"706","ENSMUSG00000040998",1.14684426286694,3.4326900835266,4.2482508117294e-11,"Npnt","nephronectin","114249"
"704","ENSMUSG00000040747",1.83548675176994,4.03302615171974,4.37258322378771e-38,"Cd53","CD53 antigen","12508"
"698","ENSMUSG00000040663",2.34252101655907,1.82411094211573,7.69880777749194e-22,"Clcf1","cardiotrophin-like cytokine factor 1","56708"
"697","ENSMUSG00000040613",2.53816274652467,3.61526161564035,2.00090374244382e-31,"Apobec1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1","11810"
"695","ENSMUSG00000040552",3.11853596048159,3.44383317365799,3.00365427857948e-38,"C3ar1","complement component 3a receptor 1","12267"
"694","ENSMUSG00000040528",3.09062323367498,0.834524687495925,3.84879944061685e-24,"Milr1","mast cell immunoglobulin like receptor 1","380732"
"693","ENSMUSG00000040483",1.70863161697311,3.90281032906764,5.49349961608966e-16,"Xaf1","XIAP associated factor 1","327959"
"692","ENSMUSG00000040435",1.25993943708374,4.45950622807338,8.73258141160432e-12,"Ppp1r15a","protein phosphatase 1, regulatory (inhibitor) subunit 15A","17872"
"690","ENSMUSG00000040296",1.58676146860619,3.75167716398215,3.97776153673031e-11,"Ddx58","DEAD (Asp-Glu-Ala-Asp) box polypeptide 58","230073"
"689","ENSMUSG00000040253",1.26412765839711,3.10318247678936,4.03647888055654e-05,"Gbp7","guanylate binding protein 7","229900"
"688","ENSMUSG00000040212",1.2720176360682,2.8746835153232,2.80135726437089e-07,"Emp3","epithelial membrane protein 3","13732"
"685","ENSMUSG00000040152",1.74576494239952,3.25295018626129,6.47536720207861e-14,"Thbs1","thrombospondin 1","21825"
"684","ENSMUSG00000040093",1.0390426504065,3.02659588823695,5.730307765259e-15,"Bmf","BCL2 modifying factor","171543"
"683","ENSMUSG00000040061",1.05440342528338,2.07019552486857,2.92716026414e-07,"Plcb2","phospholipase C, beta 2","18796"
"668","ENSMUSG00000039013",3.1236081677439,2.66005994030323,7.29281395110724e-45,"Siglecf","sialic acid binding Ig-like lectin F","233186"
"667","ENSMUSG00000039005",1.44356550749706,1.51631767206676,1.24190940691523e-12,"Tlr4","toll-like receptor 4","21898"
"666","ENSMUSG00000038855",1.12292755826919,8.09582310801927,8.31786811933161e-23,"Itpkb","inositol 1,4,5-trisphosphate 3-kinase B","320404"
"665","ENSMUSG00000038843",1.62380861867022,2.83588649319465,4.0797334957344e-10,"Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2","14537"
"664","ENSMUSG00000038811",1.45279032989487,1.49120515871974,2.92548161155191e-09,"Gngt2","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2","14710"
"662","ENSMUSG00000038642",2.27842883659938,8.5343707884951,1.11120108990583e-79,"Ctss","cathepsin S","13040"
"658","ENSMUSG00000038507",1.32625184370994,3.9412882548628,2.0711021726306e-11,"Parp12","poly (ADP-ribose) polymerase family, member 12","243771"
"657","ENSMUSG00000038418",1.56020279908729,5.56436505648508,2.85593344129366e-06,"Egr1","early growth response 1","13653"
"656","ENSMUSG00000038393",1.77374848433476,5.45557555908521,1.84385133443099e-24,"Txnip","thioredoxin interacting protein","56338"
"651","ENSMUSG00000038147",3.16409961903563,3.93392664546974,3.56843188469066e-69,"Cd84","CD84 antigen","12523"
"650","ENSMUSG00000037994",-1.05782321370492,0.873044092658164,1.77657114060956e-06,"Slc9b2","solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2","97086"
"648","ENSMUSG00000037921",2.78833555754021,1.314471785453,4.45812013088242e-09,"Ddx60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","234311"
"647","ENSMUSG00000037868",2.40479245201989,1.30329028639832,1.4988684692664e-15,"Egr2","early growth response 2","13654"
"646","ENSMUSG00000037860",1.90751870096814,2.00848342188975,1.16127794545338e-10,"Aim2","absent in melanoma 2","383619"
"645","ENSMUSG00000037731",1.83193932281395,1.6109941264286,1.39362916363311e-14,"Themis2","thymocyte selection associated family member 2","230787"
"637","ENSMUSG00000037447",1.01258180459331,4.34699166636541,8.99274541987365e-12,"Arid5a","AT rich interactive domain 5A (MRF1-like)","214855"
"636","ENSMUSG00000037411",3.78712091403331,2.81485366037449,1.13315251652909e-20,"Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1","18787"
"635","ENSMUSG00000037405",1.91642260736196,2.64202091721716,2.78600449567584e-20,"Icam1","intercellular adhesion molecule 1","15894"
"634","ENSMUSG00000037370",-1.43009187355207,4.36967684911224,3.26266623864696e-13,"Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1","18605"
"633","ENSMUSG00000037321",1.9112363512599,2.90900063145705,2.69410008563826e-13,"Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)","21354"
"632","ENSMUSG00000037318",1.11138569133672,0.573496055912235,0.000261182606443515,"Traf3ip3","TRAF3 interacting protein 3","215243"
"629","ENSMUSG00000036908",1.48444410344667,4.92043801832365,9.25541864273966e-27,"Unc93b1","unc-93 homolog B1 (C. elegans)","54445"
"628","ENSMUSG00000036905",2.77602414885082,6.76086202286499,1.20701325011599e-81,"C1qb","complement component 1, q subcomponent, beta polypeptide","12260"
"627","ENSMUSG00000036896",2.88971029194741,6.62003420360586,2.60757123297958e-101,"C1qc","complement component 1, q subcomponent, C chain","12262"
"626","ENSMUSG00000036887",3.08668182156609,7.59926208647648,4.20712398870467e-98,"C1qa","complement component 1, q subcomponent, alpha polypeptide","12259"
"623","ENSMUSG00000036833",1.82294224882415,5.05321968276801,4.36568633870786e-30,"Pnpla7","patatin-like phospholipase domain containing 7","241274"
"619","ENSMUSG00000036606",1.01631099629201,6.15473873900261,1.58205945643311e-20,"Plxnb2","plexin B2","140570"
"609","ENSMUSG00000035778",1.62327246966364,2.94915388547672,3.00488866858814e-13,"Ggta1","glycoprotein galactosyltransferase alpha 1, 3","14594"
"607","ENSMUSG00000035697",1.2682247104849,3.78892246758164,2.86704053904969e-11,"Arhgap45","Rho GTPase activating protein 45","70719"
"598","ENSMUSG00000035493",1.04210995886899,4.21742845801696,5.0177656529061e-08,"Tgfbi","transforming growth factor, beta induced","21810"
"596","ENSMUSG00000035356",1.07642095976765,3.09313195541137,4.54893003634694e-11,"Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta","80859"
"594","ENSMUSG00000035208",2.29635586374462,1.22477021924863,7.97375148227009e-10,"Slfn8","schlafen 8","276950"
"591","ENSMUSG00000035004",2.74072984861742,2.41746309269326,5.97166787770346e-26,"Igsf6","immunoglobulin superfamily, member 6","80719"
"590","ENSMUSG00000034957",1.73479646038233,4.51354898167362,8.76225200615969e-27,"Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha","12606"
"589","ENSMUSG00000034947",1.95058360499461,1.78151049758474,2.74611957480937e-22,"Tmem106a","transmembrane protein 106A","217203"
"584","ENSMUSG00000034855",4.71941003193406,2.3098768733509,2.96436755296101e-20,"Cxcl10","chemokine (C-X-C motif) ligand 10","15945"
"582","ENSMUSG00000034792",1.29730018792975,1.97983929477397,7.18984636665908e-11,"Gna15","guanine nucleotide binding protein, alpha 15","14676"
"579","ENSMUSG00000034708",2.16473419015669,6.96647021391491,2.3619363699774e-95,"Grn","granulin","14824"
"578","ENSMUSG00000034652",2.42189103884567,1.5096400913976,1.6821015130718e-27,"Cd300a","CD300A molecule","217303"
"577","ENSMUSG00000034595",1.34252969415501,3.78800591136042,4.02289433027703e-20,"Ppp1r18","protein phosphatase 1, regulatory subunit 18","76448"
"573","ENSMUSG00000034422",1.88214186520461,3.19551432852355,4.38720697199941e-10,"Parp14","poly (ADP-ribose) polymerase family, member 14","547253"
"571","ENSMUSG00000034330",1.08951942173722,3.61440088856968,1.46630026640335e-11,"Plcg2","phospholipase C, gamma 2","234779"
"567","ENSMUSG00000034116",1.76168710905341,3.37664680559307,5.93202906992095e-19,"Vav1","vav 1 oncogene","22324"
"566","ENSMUSG00000034041",1.055867839311,1.97410172745853,9.47468939230113e-05,"Lyl1","lymphoblastomic leukemia 1","17095"
"562","ENSMUSG00000033777",2.01338812739805,3.49255649948815,1.52838010741601e-37,"Tlr13","toll-like receptor 13","279572"
"561","ENSMUSG00000033685",1.83430028787121,7.02088689887407,3.03104217546533e-40,"Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)","22228"
"559","ENSMUSG00000033450",2.62494260086424,1.6005953789518,1.08569495898072e-09,"Tagap","T cell activation Rho GTPase activating protein","72536"
"558","ENSMUSG00000033386",1.09987324651366,1.95865970450774,8.3061210611156e-08,"Frrs1","ferric-chelate reductase 1","20321"
"556","ENSMUSG00000033220",1.51212367836189,3.01120922722309,3.48956077898969e-13,"Rac2","RAS-related C3 botulinum substrate 2","19354"
"545","ENSMUSG00000032691",1.01706277985754,0.859289042049166,1.58174332603345e-06,"Nlrp3","NLR family, pyrin domain containing 3","216799"
"543","ENSMUSG00000032596",1.17166688650915,2.0172617282553,1.20920009180095e-06,"Uba7","ubiquitin-like modifier activating enzyme 7","74153"
"541","ENSMUSG00000032515",2.20276990195518,4.09125671023036,8.47675769185157e-13,"Csrnp1","cysteine-serine-rich nuclear protein 1","215418"
"540","ENSMUSG00000032501",1.27745682701543,4.08452782760408,5.40223687451801e-25,"Trib1","tribbles pseudokinase 1","211770"
"539","ENSMUSG00000032496",-1.86577835314131,1.56549332665095,0.0370979402428624,"Ltf","lactotransferrin","17002"
"537","ENSMUSG00000032402",1.05749595666448,5.13019074830655,2.41271272414415e-18,"Smad3","SMAD family member 3","17127"
"535","ENSMUSG00000032359",1.5889349489613,5.2990717083358,6.12128989369611e-27,"Ctsh","cathepsin H","13036"
"532","ENSMUSG00000032300",1.11217917049354,4.21309196493639,3.76216767269679e-15,"1700017B05Rik","RIKEN cDNA 1700017B05 gene","74211"
"530","ENSMUSG00000032122",1.7561345049757,0.60009723044459,3.05493601200241e-09,"Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2","56857"
"529","ENSMUSG00000032089",1.42969618943331,3.80738012985921,4.95842079789147e-17,"Il10ra","interleukin 10 receptor, alpha","16154"
"525","ENSMUSG00000032010",1.04741872689314,4.86069481550482,2.64577707599646e-10,"Usp2","ubiquitin specific peptidase 2","53376"
"524","ENSMUSG00000032000",1.636790560834,2.09104387231078,1.30395254125693e-10,"Birc3","baculoviral IAP repeat-containing 3","11796"
"518","ENSMUSG00000031875",1.29946833644366,3.50034013095984,2.00569528383249e-11,"Cmtm3","CKLF-like MARVEL transmembrane domain containing 3","68119"
"517","ENSMUSG00000031838",1.80198378206077,3.35763206408831,3.54163582840137e-32,"Ifi30","interferon gamma inducible protein 30","65972"
"510","ENSMUSG00000031613",2.0176603266327,4.36601590969845,1.11256490181162e-21,"Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD)","15446"
"504","ENSMUSG00000031387",1.55550168651065,3.24430235446473,4.05019346349269e-27,"Renbp","renin binding protein","19703"
"500","ENSMUSG00000031264",1.50336139936861,1.83234910304632,2.7453367354967e-10,"Btk","Bruton agammaglobulinemia tyrosine kinase","12229"
"497","ENSMUSG00000031167",1.60346528297791,5.77087617236467,1.35745272126917e-20,"Rbm3","RNA binding motif protein 3","19652"
"496","ENSMUSG00000031165",1.71392902415623,1.84618374400945,1.5031550931012e-20,"Was","Wiskott-Aldrich syndrome","22376"
"493","ENSMUSG00000031103",1.99163881396795,1.79131257245414,1.27163871620713e-21,"Elf4","E74-like factor 4 (ets domain transcription factor)","56501"
"492","ENSMUSG00000031101",1.15145377977675,2.09162968441095,2.10490009952245e-08,"Sash3","SAM and SH3 domain containing 3","74131"
"488","ENSMUSG00000030966",1.0861999354417,2.58844846289057,6.00072403266341e-07,"Trim21","tripartite motif-containing 21","20821"
"487","ENSMUSG00000030921",2.49023656196343,3.11637896064045,3.14681087838043e-21,"Trim30a","tripartite motif-containing 30A","20128"
"485","ENSMUSG00000030798",1.786623882162,2.93686659008057,1.88536658396148e-25,"Cd37","CD37 antigen","12493"
"483","ENSMUSG00000030786",1.09959877079906,2.84458421631599,5.75625115616245e-09,"Itgam","integrin alpha M","16409"
"480","ENSMUSG00000030761",1.28639693190001,1.83774669771454,6.54739379979065e-09,"Myo7a","myosin VIIA","17921"
"478","ENSMUSG00000030745",2.42890502268716,1.50984970502632,1.69715409613885e-26,"Il21r","interleukin 21 receptor","60504"
"472","ENSMUSG00000030579",2.42051651456606,5.49389644604233,9.94458828627924e-49,"Tyrobp","TYRO protein tyrosine kinase binding protein","22177"
"470","ENSMUSG00000030560",1.23505810793011,4.16381389396342,9.73513306573001e-18,"Ctsc","cathepsin C","13032"
"461","ENSMUSG00000030263",1.61988618985676,1.69782218978356,2.64629511011005e-09,"Lrmp","lymphoid-restricted membrane protein","16970"
"460","ENSMUSG00000030220",1.27094770478187,3.56558802762479,1.73464491896273e-13,"Arhgdib","Rho, GDP dissociation inhibitor (GDI) beta","11857"
"458","ENSMUSG00000030148",1.22413834159562,0.803844211976565,6.08283156310197e-10,"Clec4a2","C-type lectin domain family 4, member a2","26888"
"457","ENSMUSG00000030124",3.23204760685037,4.08076106904668,6.73287089669608e-64,"Lag3","lymphocyte-activation gene 3","16768"
"451","ENSMUSG00000030047",2.07254312839702,2.67109222807222,1.62779678870959e-26,"Arhgap25","Rho GTPase activating protein 25","232201"
"450","ENSMUSG00000029925",1.63718766745676,2.22454152877414,6.47358337814283e-09,"Tbxas1","thromboxane A synthase 1, platelet","21391"
"449","ENSMUSG00000029919",1.4555573015307,3.2845413162773,4.4323275594227e-10,"Hpgds","hematopoietic prostaglandin D synthase","54486"
"448","ENSMUSG00000029915",1.59179985074208,2.0312210154155,1.90147780578937e-14,"Clec5a","C-type lectin domain family 5, member a","23845"
"446","ENSMUSG00000029826",1.38208586204474,3.91771919945224,7.30906917292129e-18,"Zc3hav1","zinc finger CCCH type, antiviral 1","78781"
"444","ENSMUSG00000029810",1.87339926955242,6.71540404152246,1.05111599776037e-63,"Tmem176b","transmembrane protein 176B","65963"
"443","ENSMUSG00000029798",1.82335668805724,3.07962732053982,2.66790979266375e-14,"Herc6","hect domain and RLD 6","67138"
"442","ENSMUSG00000029771",1.83605759439932,3.30955983688099,1.34539589687279e-31,"Irf5","interferon regulatory factor 5","27056"
"439","ENSMUSG00000029695",1.58497192412229,2.93722832977545,8.29869945611036e-12,"Aass","aminoadipate-semialdehyde synthase","30956"
"431","ENSMUSG00000029484",1.71567902591737,4.75774689111555,1.62388948485722e-21,"Anxa3","annexin A3","11745"
"427","ENSMUSG00000029217",1.04089775229279,2.09028371882811,1.23532039531631e-05,"Tec","tec protein tyrosine kinase","21682"
"426","ENSMUSG00000029204",1.39562910362539,0.931356558841366,2.01015150239989e-08,"Rhoh","ras homolog family member H","74734"
"425","ENSMUSG00000029135",1.52397882295003,4.10834129092766,3.29349465727373e-15,"Fosl2","fos-like antigen 2","14284"
"416","ENSMUSG00000028859",1.71901184899914,4.0636875257894,4.08813114323544e-27,"Csf3r","colony stimulating factor 3 receptor (granulocyte)","12986"
"414","ENSMUSG00000028599",1.49811027764158,3.43528761524995,8.15623728652623e-16,"Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b","21938"
"412","ENSMUSG00000028581",1.87227557186618,6.33639143004467,8.53568076227159e-57,"Laptm5","lysosomal-associated protein transmembrane 5","16792"
