"","NA.","logFC","logCPM","PValue","symbol","name","entrez","GOID","term"
"1305","ENSMUSG00000068457",-1.0260524497472,4.06936339084574,9.04443533651225e-06,"Uty","ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome","22290","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"1303","ENSMUSG00000068284",-0.703485716047561,5.26941698101285,8.97264397826796e-06,"Usf3","upstream transcription factor family member 3","207806","GO:0000139","Golgi membrane"
"1257","ENSMUSG00000063108",-0.537413606474871,3.31866395133147,0.0218915622780642,"Zfp26","zinc finger protein 26","22688","GO:0003676","nucleic acid binding"
"1253","ENSMUSG00000062627",-0.59702464433899,4.23087490594456,0.00410065626779278,"Mysm1","myb-like, SWIRM and MPN domains 1","320713","GO:0003677","DNA binding"
"1213","ENSMUSG00000059588",-0.632784258587351,3.28873560167204,0.0118878807920514,"Calcrl","calcitonin receptor-like","54598","GO:0001525","angiogenesis"
"1210","ENSMUSG00000059474",-0.609275849551451,3.75284287184199,0.000502491148071668,"Mbtd1","mbt domain containing 1","103537","GO:0003674","molecular_function"
"1194","ENSMUSG00000057842",-0.551238276703022,1.58701896392914,0.00272789118967159,"Zfp595","zinc finger protein 595","218314","GO:0003700","transcription factor activity, sequence-specific DNA binding"
"1188","ENSMUSG00000057335",-0.764127561941717,6.09563388388896,1.87631763731394e-05,"Cep170","centrosomal protein 170","545389","GO:0003674","molecular_function"
"1184","ENSMUSG00000057110",-0.713028588430597,4.09249989411425,7.19391985457571e-05,"Cntrl","centriolin","26920","GO:0000278","mitotic cell cycle"
"1182","ENSMUSG00000056919",-0.773025835465272,3.5697646875436,4.33028124181774e-08,"Cep162","centrosomal protein 162","382090","GO:0005515","protein binding"
"1175","ENSMUSG00000056608",-0.828118964040439,5.65145668417457,5.65781201302411e-06,"Chd9","chromodomain helicase DNA binding protein 9","109151","GO:0000166","nucleotide binding"
"1171","ENSMUSG00000056476",-1.03040558480638,4.93506394726266,3.3933340084463e-06,"Med12l","mediator complex subunit 12-like","329650","GO:0001104","RNA polymerase II transcription cofactor activity"
"1167","ENSMUSG00000056342",-0.740055162988038,6.48907660289423,4.65972145680273e-05,"Usp34","ubiquitin specific peptidase 34","17847","GO:0004197","cysteine-type endopeptidase activity"
"1142","ENSMUSG00000055148",0.821299485133014,3.64401693718572,3.58073546251124e-05,"Klf2","Kruppel-like factor 2 (lung)","16598","GO:0000790","nuclear chromatin"
"1140","ENSMUSG00000055024",-0.68516328900268,5.4423154340527,9.28294461742936e-07,"Ep300","E1A binding protein p300","328572","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"1128","ENSMUSG00000054387",-0.669072200082755,5.99345369220492,7.23351975330607e-05,"Mdm4","transformed mouse 3T3 cell double minute 4","17248","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"1123","ENSMUSG00000053877",-1.17554972617507,1.26517587374203,6.91109487668554e-06,"Srcap","Snf2-related CREBBP activator protein","100043597","GO:0003674","molecular_function"
"1121","ENSMUSG00000053714",-0.804993586021986,1.12470314971835,9.12065192436223e-07,"4732471J01Rik","RIKEN cDNA 4732471J01 gene","654804","GO:0003674","molecular_function"
"1120","ENSMUSG00000053641",-0.505766546808779,5.8354230165714,0.000341256307553227,"Dennd4a","DENN/MADD domain containing 4A","102442","GO:0005575","cellular_component"
"1119","ENSMUSG00000053580",-0.713643932523866,6.48668867713285,2.00828688121494e-08,"Tanc2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","77097","GO:0001701","in utero embryonic development"
"1115","ENSMUSG00000053477",-0.52818433567486,6.56769413443931,0.000270140579455347,"Tcf4","transcription factor 4","21413","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"1104","ENSMUSG00000052812",-0.978849094185131,4.2136019194259,0.000425579474618979,"Atad2b","ATPase family, AAA domain containing 2B","320817","GO:0003682","chromatin binding"
"1067","ENSMUSG00000050732",0.630699244098493,3.76331212312354,1.3739818088039e-05,"Vamp8","vesicle-associated membrane protein 8","22320","GO:0000149","SNARE binding"
"1051","ENSMUSG00000049658",-0.832702562272268,4.66139896799886,2.78567935745465e-05,"Bdp1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB","544971","GO:0000126","transcription factor TFIIIB complex"
"1038","ENSMUSG00000049076",-0.649375129949648,6.65224784331708,0.00014593329337847,"Acap2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","78618","GO:0001726","ruffle"
"1032","ENSMUSG00000048379",-0.525296409272471,3.71384535124312,0.0025307944379614,"Socs4","suppressor of cytokine signaling 4","67296","GO:0004860","protein kinase inhibitor activity"
"1028","ENSMUSG00000048154",-0.951332638743407,5.4421990808075,3.49983269081066e-09,"Kmt2d","lysine (K)-specific methyltransferase 2D","381022","GO:0001555","oocyte growth"
"984","ENSMUSG00000046311",-0.657911729970626,4.71029084204191,0.000166779085339474,"Zfp62","zinc finger protein 62","22720","GO:0003676","nucleic acid binding"
"981","ENSMUSG00000046138",-0.979054153702466,5.19092921444342,2.35911956900034e-07,"9930021J03Rik","RIKEN cDNA 9930021J03 gene","240613","GO:0003674","molecular_function"
"980","ENSMUSG00000046111",-0.70020166010125,3.83588041448735,1.69459805427328e-05,"Cep295","centrosomal protein 295","319675","GO:0003674","molecular_function"
"978","ENSMUSG00000045962",-0.571459268381107,8.46638322007282,3.22674142458518e-05,"Wnk1","WNK lysine deficient protein kinase 1","232341","GO:0000166","nucleotide binding"
"968","ENSMUSG00000045205",-0.523367157889689,4.98517892316995,0.004079862137846,"Dpy19l4","dpy-19-like 4 (C. elegans)","381510","GO:0000030","mannosyltransferase activity"
"946","ENSMUSG00000044098",-0.820060210769003,3.74412538121673,0.0018685656918388,"Rsbn1","rosbin, round spermatid basic protein 1","229675","GO:0005515","protein binding"
"893","ENSMUSG00000041685",-0.598237796233075,4.89949153698712,0.00174994710510344,"Fcho2","FCH domain only 2","218503","GO:0001786","phosphatidylserine binding"
"880","ENSMUSG00000041235",-0.552451973862616,4.42566919455462,0.000113287474144253,"Chd7","chromodomain helicase DNA binding protein 7","320790","GO:0000166","nucleotide binding"
"877","ENSMUSG00000041180",-0.911255233874448,2.00512878549131,0.00152643737535952,"Hectd2","HECT domain containing 2","226098","GO:0004842","ubiquitin-protein transferase activity"
"871","ENSMUSG00000040943",-0.630091368378438,3.85104477514478,0.00415327896888359,"Tet2","tet methylcytosine dioxygenase 2","214133","GO:0001822","kidney development"
"868","ENSMUSG00000040865",-0.680644927097613,4.36359724927799,0.000284255509431029,"Ino80d","INO80 complex subunit D","227195","GO:0003674","molecular_function"
"851","ENSMUSG00000040481",-0.668050321014893,6.19923185659357,2.99650325294639e-07,"Bptf","bromodomain PHD finger transcription factor","207165","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"845","ENSMUSG00000040407",-0.908362560497129,6.06990614091226,2.91083958111678e-10,"Akap9","A kinase (PRKA) anchor protein (yotiao) 9","100986","GO:0000242","pericentriolar material"
"843","ENSMUSG00000040270",-0.678050811757813,2.88395004271524,1.94370579630933e-05,"Bach2","BTB and CNC homology, basic leucine zipper transcription factor 2","12014","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"839","ENSMUSG00000040225",-1.09508852635604,6.75679111727382,8.73155791809411e-10,"Prrc2c","proline-rich coiled-coil 2C","226562","GO:0002244","hematopoietic progenitor cell differentiation"
"832","ENSMUSG00000040021",-0.572224634654579,5.18302967590201,0.000215757191030324,"Lats1","large tumor suppressor","16798","GO:0000082","G1/S transition of mitotic cell cycle"
"827","ENSMUSG00000039967",-0.80839302906258,4.73919446677346,5.7354135677763e-06,"Zfp292","zinc finger protein 292","30046","GO:0001077","transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
"802","ENSMUSG00000039219",-0.665204598942196,5.40931581982312,0.00038773831062567,"Arid4b","AT rich interactive domain 4B (RBP1-like)","94246","GO:0003677","DNA binding"
"796","ENSMUSG00000039087",-1.08299174704624,3.41531882538835,2.08668063781365e-08,"Rreb1","ras responsive element binding protein 1","68750","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"793","ENSMUSG00000038872",-0.888009905661056,3.35322544256614,2.70738778541211e-06,"Zfhx3","zinc finger homeobox 3","11906","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"792","ENSMUSG00000038766",-0.58879707367383,4.14824320379066,0.000294649107798075,"Gabpb2","GA repeat binding protein, beta 2","213054","GO:0003700","transcription factor activity, sequence-specific DNA binding"
"783","ENSMUSG00000038594",-0.669798385011566,3.97103871583557,0.00064499202875319,"Cep85l","centrosomal protein 85-like","100038725","GO:0003674","molecular_function"
"781","ENSMUSG00000038538",-1.07008828139546,5.07977794946493,2.42714508066377e-08,"Ubn2","ubinuclein 2","320538","GO:0005615","extracellular space"
"780","ENSMUSG00000038535",-0.864333256192959,4.04799310859041,3.06479867704831e-05,"Zfp280d","zinc finger protein 280D","235469","GO:0003677","DNA binding"
"776","ENSMUSG00000038369",-0.677080571111817,5.0369537288354,8.47614431985329e-08,"Ncoa6","nuclear receptor coactivator 6","56406","GO:0003682","chromatin binding"
"764","ENSMUSG00000038056",-1.05145691936161,6.13276687756731,9.85125981053483e-08,"Kmt2c","lysine (K)-specific methyltransferase 2C","231051","GO:0003677","DNA binding"
"762","ENSMUSG00000038024",-0.78166423630649,3.6199744103572,0.000187324173773365,"Dennd4c","DENN/MADD domain containing 4C","329877","GO:0005085","guanyl-nucleotide exchange factor activity"
"753","ENSMUSG00000037876",-0.735837618075176,5.77549163982258,1.29209889784204e-05,"Jmjd1c","jumonji domain containing 1C","108829","GO:0000785","chromatin"
"748","ENSMUSG00000037652",-0.762645164868792,5.74004811857725,4.58702547815886e-06,"Phc3","polyhomeotic-like 3 (Drosophila)","241915","GO:0003674","molecular_function"
"743","ENSMUSG00000037486",-0.807992062695645,4.43782428483656,1.80896247295338e-05,"Asxl2","additional sex combs like 2 (Drosophila)","75302","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"735","ENSMUSG00000037355",-0.862359441268053,3.00995283765444,0.000838223998245067,"Uvssa","UV stimulated scaffold protein A","71101","GO:0000993","RNA polymerase II core binding"
"731","ENSMUSG00000037234",-0.859983315508032,5.90727263617711,3.59856842613787e-06,"Hook3","hook microtubule tethering protein 3","320191","GO:0000242","pericentriolar material"
"730","ENSMUSG00000037112",-0.691616329878383,3.98797244324115,0.000206421372821792,"Sik2","salt inducible kinase 2","235344","GO:0000166","nucleotide binding"
"708","ENSMUSG00000036403",-0.827706185942519,3.25091534783369,5.19392276539107e-05,"Cep135","centrosomal protein 135","381644","GO:0005737","cytoplasm"
"701","ENSMUSG00000036202",-0.757313719365667,4.96641489555971,0.000269518325365406,"Rif1","replication timing regulatory factor 1","51869","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"697","ENSMUSG00000035967",-0.998001275225514,5.20428278922484,1.47523442162204e-05,"Ints6l","integrator complex subunit 6 like","236790","GO:0003674","molecular_function"
"696","ENSMUSG00000035954",-0.70181563388032,5.3133327150888,8.39768958543568e-05,"Dock4","dedicator of cytokinesis 4","238130","GO:0005085","guanyl-nucleotide exchange factor activity"
"688","ENSMUSG00000035649",-0.668491320786013,5.04540142945428,0.00186536069070137,"Zcchc7","zinc finger, CCHC domain containing 7","319885","GO:0003676","nucleic acid binding"
"685","ENSMUSG00000035597",-0.6216533262077,4.46511425604781,0.00305785374253282,"Prpf39","pre-mRNA processing factor 39","328110","GO:0000243","commitment complex"
"673","ENSMUSG00000035181",-0.601402485250092,4.65166281113646,3.0714572178216e-05,"Heatr5a","HEAT repeat containing 5A","320487","GO:0003674","molecular_function"
"670","ENSMUSG00000035133",-0.765844625170015,6.61202435252012,0.00140562245043736,"Arhgap5","Rho GTPase activating protein 5","11855","GO:0002053","positive regulation of mesenchymal cell proliferation"
"649","ENSMUSG00000034647",-0.945258856867087,5.00177521171432,3.16256821228839e-06,"Ankrd12","ankyrin repeat domain 12","106585","GO:0003674","molecular_function"
"643","ENSMUSG00000034480",-0.527028889957474,3.22853097847902,0.00800088217558382,"Diaph2","diaphanous related formin 2","54004","GO:0003779","actin binding"
"637","ENSMUSG00000034342",-0.789404316160448,6.02236554946311,1.05123008026092e-07,"Cbl","Casitas B-lineage lymphoma","12402","GO:0000209","protein polyubiquitination"
"636","ENSMUSG00000034297",-0.689394416049615,5.22521600345795,0.000588385150759964,"Med13","mediator complex subunit 13","327987","GO:0001104","RNA polymerase II transcription cofactor activity"
"633","ENSMUSG00000034218",-0.863098279797537,3.89644593318348,0.000529404944935973,"Atm","ataxia telangiectasia mutated","11920","GO:0000077","DNA damage checkpoint"
"626","ENSMUSG00000033943",-0.820042455962912,5.59294866864024,9.91653887001582e-07,"Mga","MAX gene associated","29808","GO:0003677","DNA binding"
"620","ENSMUSG00000033799",-1.02082582026151,4.30881958123534,5.75080408679881e-06,"Fam208b","family with sequence similarity 208, member B","105203","GO:0003674","molecular_function"
"615","ENSMUSG00000033685",0.551183977876736,6.1021214110681,8.63856171433736e-05,"Ucp2","uncoupling protein 2 (mitochondrial, proton carrier)","22228","GO:0000303","response to superoxide"
"610","ENSMUSG00000033450",1.60804369074805,0.725929810429909,7.08289176392728e-07,"Tagap","T cell activation Rho GTPase activating protein","72536","GO:0003674","molecular_function"
"605","ENSMUSG00000033237",-0.612107291754862,4.82763497814714,0.000136038476854264,"Arid2","AT rich interactive domain 2 (ARID, RFX-like)","77044","GO:0003007","heart morphogenesis"
"588","ENSMUSG00000032525",-1.21493272361078,5.78128532734254,8.62020702373449e-07,"Nktr","natural killer tumor recognition sequence","18087","GO:0000413","protein peptidyl-prolyl isomerization"
"578","ENSMUSG00000032253",-0.892686821397753,4.96574005581341,6.03327267320972e-05,"Phip","pleckstrin homology domain interacting protein","83946","GO:0001932","regulation of protein phosphorylation"
"560","ENSMUSG00000031540",-0.694575674818468,5.59975284552425,3.07897794064553e-05,"Kat6a","K(lysine) acetyltransferase 6A","244349","GO:0000786","nucleosome"
"552","ENSMUSG00000031387",0.500469210950076,2.51659476457847,0.000589319964404414,"Renbp","renin binding protein","19703","GO:0003824","catalytic activity"
"518","ENSMUSG00000030660",-0.820598630332137,5.03746726834779,0.00150683346865584,"Pik3c2a","phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide","18704","GO:0000166","nucleotide binding"
"516","ENSMUSG00000030655",-1.20503212022696,6.41235042123594,1.15982043031428e-08,"Smg1","SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)","233789","GO:0000166","nucleotide binding"
"514","ENSMUSG00000030579",0.558552217182018,4.10529331553627,7.09971405383811e-05,"Tyrobp","TYRO protein tyrosine kinase binding protein","22177","GO:0002281","macrophage activation involved in immune response"
"512","ENSMUSG00000030516",-0.630669392038701,6.48952928782501,0.000223883745975811,"Tjp1","tight junction protein 1","21872","GO:0001825","blastocyst formation"
"503","ENSMUSG00000030287",-0.681808250817028,4.72925929269236,1.81226278264463e-07,"Itpr2","inositol 1,4,5-triphosphate receptor 2","16439","GO:0001666","response to hypoxia"
"500","ENSMUSG00000030124",0.857451100990169,2.16724991071092,9.62148603208923e-07,"Lag3","lymphocyte-activation gene 3","16768","GO:0004888","transmembrane signaling receptor activity"
"495","ENSMUSG00000030002",-0.9959545104804,5.6777366200664,3.9399111472417e-07,"Dusp11","dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)","72102","GO:0001650","fibrillar center"
"492","ENSMUSG00000029823",-0.556233104086888,6.45691126579796,0.00066279828575487,"Luc7l2","LUC7-like 2 (S. cerevisiae)","192196","GO:0003723","RNA binding"
"491","ENSMUSG00000029817",-0.549642577192722,5.51637457452614,0.00120510527777625,"Tra2a","transformer 2 alpha homolog (Drosophila)","101214","GO:0000398","mRNA splicing, via spliceosome"
"470","ENSMUSG00000029004",-0.810470662257226,5.78499960260455,5.56760917523098e-06,"Kmt2e","lysine (K)-specific methyltransferase 2E","69188","GO:0002446","neutrophil mediated immunity"
"461","ENSMUSG00000028649",-0.888735574886014,8.56355933792933,3.2125798804394e-09,"Macf1","microtubule-actin crosslinking factor 1","11426","GO:0001707","mesoderm formation"
"460","ENSMUSG00000028634",-0.507239194507497,4.65262357603335,6.62552074129612e-06,"Hivep3","human immunodeficiency virus type I enhancer binding protein 3","16656","GO:0003676","nucleic acid binding"
"438","ENSMUSG00000028248",-1.08157753172569,6.26236866307807,1.26800031946855e-06,"Pnisr","PNN interacting serine/arginine-rich","66625","GO:0003723","RNA binding"
"427","ENSMUSG00000028053",-0.846568560687573,6.37887548826774,1.39266922789853e-07,"Ash1l","ash1 (absent, small, or homeotic)-like (Drosophila)","192195","GO:0001501","skeletal system development"
"426","ENSMUSG00000028028",-0.982405507985902,2.23349457068524,0.000350720407784572,"Alpk1","alpha-kinase 1","71481","GO:0004674","protein serine/threonine kinase activity"
"409","ENSMUSG00000027641",-0.56047237214335,1.27090166967432,0.00882840793441536,"Rbl1","retinoblastoma-like 1 (p107)","19650","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"402","ENSMUSG00000027508",-0.795634038044483,4.78242415269797,1.35239131214261e-06,"Pag1","phosphoprotein associated with glycosphingolipid microdomains 1","94212","GO:0002250","adaptive immune response"
"393","ENSMUSG00000026987",-0.855019531160467,5.21699466966645,2.84155589594382e-06,"Baz2b","bromodomain adjacent to zinc finger domain, 2B","407823","GO:0003674","molecular_function"
"381","ENSMUSG00000026648",-0.762579759181502,2.51503433529275,4.11795728249123e-06,"Dclre1c","DNA cross-link repair 1C","227525","GO:0000014","single-stranded DNA endodeoxyribonuclease activity"
"378","ENSMUSG00000026605",-0.610567447411431,0.521954656453829,0.0426106158260457,"Cenpf","centromere protein F","108000","GO:0000278","mitotic cell cycle"
"377","ENSMUSG00000026565",-0.626581504347672,3.69815891886604,0.000283469834393712,"Pou2f1","POU domain, class 2, transcription factor 1","18986","GO:0000976","transcription regulatory region sequence-specific DNA binding"
"342","ENSMUSG00000025323",-0.501994492352817,3.29652606152048,0.0398220328989266,"Sp4","trans-acting transcription factor 4","20688","GO:0000981","RNA polymerase II transcription factor activity, sequence-specific DNA binding"
"332","ENSMUSG00000025060",-0.532833497236667,5.83748341707646,4.397415866804e-05,"Slk","STE20-like kinase","20874","GO:0000166","nucleotide binding"
"328","ENSMUSG00000024986",0.59596548723144,1.21334947409524,0.00463016122830003,"Hhex","hematopoietically expressed homeobox","15242","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"321","ENSMUSG00000024610",1.10262593132816,2.90172666787871,1.14282490298717e-05,"Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","16149","GO:0000187","activation of MAPK activity"
"318","ENSMUSG00000024542",-0.79830921544162,3.01180524926164,0.000122196772040171,"Cep192","centrosomal protein 192","70799","GO:0000242","pericentriolar material"
"315","ENSMUSG00000024483",-0.71296860228158,5.40674720639187,1.57361152818118e-06,"Ankhd1","ankyrin repeat and KH domain containing 1","108857","GO:0003723","RNA binding"
"299","ENSMUSG00000024085",-0.623201071919386,3.17175152791711,0.000491989664634001,"Man2a1","mannosidase 2, alpha 1","17158","GO:0000139","Golgi membrane"
"293","ENSMUSG00000023992",0.746459531761435,3.65902921160114,3.69068226662424e-05,"Trem2","triggering receptor expressed on myeloid cells 2","83433","GO:0001530","lipopolysaccharide binding"
"283","ENSMUSG00000023348",0.643794245205058,2.41242117315683,0.000194658674242152,"Trip6","thyroid hormone receptor interactor 6","22051","GO:0003723","RNA binding"
"275","ENSMUSG00000022974",-0.697811229292856,4.62875786118281,0.000103126863479339,"Paxbp1","PAX3 and PAX7 binding protein 1","67367","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"274","ENSMUSG00000022961",-0.603953386004363,7.70684066774141,1.74566380834135e-05,"Son","Son DNA binding protein","20658","GO:0000226","microtubule cytoskeleton organization"
"267","ENSMUSG00000022788",-0.649930693688306,3.65606622741142,0.00195334599224539,"Fgd4","FYVE, RhoGEF and PH domain containing 4","224014","GO:0003779","actin binding"
"263","ENSMUSG00000022708",-1.34189756563485,5.88809571920599,5.5638489763586e-11,"Zbtb20","zinc finger and BTB domain containing 20","56490","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"251","ENSMUSG00000022311",-0.800029357880747,4.47909629321307,0.000294278102735849,"Csmd3","CUB and Sushi multiple domains 3","239420","GO:0003674","molecular_function"
"245","ENSMUSG00000022141",-0.756351242688691,5.36730551109795,1.29673604655048e-05,"Nipbl","Nipped-B homolog (Drosophila)","71175","GO:0000122","negative regulation of transcription from RNA polymerase II promoter"
"233","ENSMUSG00000021738",-0.635183306485928,4.1117892406977,0.000354173918435967,"Atxn7","ataxin 7","246103","GO:0000226","microtubule cytoskeleton organization"
"202","ENSMUSG00000020961",-0.522724364976624,4.76761523531166,0.000124147237661139,"Ston2","stonin 2","108800","GO:0002244","hematopoietic progenitor cell differentiation"
"193","ENSMUSG00000020721",-0.763447180303269,5.12572187519112,4.24694945240602e-07,"Helz","helicase with zinc finger domain","78455","GO:0000166","nucleotide binding"
"169","ENSMUSG00000020074",-0.618029340090254,5.41194239410622,0.000222673287450867,"Ccar1","cell division cycle and apoptosis regulator 1","67500","GO:0001047","core promoter binding"
"138","ENSMUSG00000018774",0.545445835893032,2.50071308857855,0.000671121654375913,"Cd68","CD68 antigen","12514","GO:0005764","lysosome"
"136","ENSMUSG00000018501",-0.572823242986986,6.71870498300519,7.28503911385695e-06,"Ncor1","nuclear receptor co-repressor 1","20185","GO:0000118","histone deacetylase complex"
"130","ENSMUSG00000018076",-0.745313704062696,4.89954630906026,3.16797065752296e-05,"Med13l","mediator complex subunit 13-like","76199","GO:0001104","RNA polymerase II transcription cofactor activity"
"129","ENSMUSG00000018068",-0.609487104792838,3.41598401794857,0.00100605438492521,"Ints2","integrator complex subunit 2","70422","GO:0003674","molecular_function"
"124","ENSMUSG00000017677",-0.74765109105838,5.60749900714693,0.000763900830790733,"Wsb1","WD repeat and SOCS box-containing 1","78889","GO:0004842","ubiquitin-protein transferase activity"
"117","ENSMUSG00000016239",-0.737363913099469,2.2025611918002,0.00943492690634434,"Lonrf3","LON peptidase N-terminal domain and ring finger 3","74365","GO:0000209","protein polyubiquitination"
"111","ENSMUSG00000015659",-0.769540210369831,3.50643668784434,3.77398631174034e-05,"Serac1","serine active site containing 1","321007","GO:0005578","proteinaceous extracellular matrix"
"109","ENSMUSG00000015243",-0.640465068213225,4.60957438173605,0.00031006152794642,"Abca1","ATP-binding cassette, sub-family A (ABC1), member 1","11303","GO:0000166","nucleotide binding"
"104","ENSMUSG00000014444",-0.570280044466105,2.47640931449085,0.00130945798166597,"Piezo1","piezo-type mechanosensitive ion channel component 1","234839","GO:0005261","cation channel activity"
"89","ENSMUSG00000008496",-0.70965914334609,1.91113129016024,0.000161302059299437,"Pou2f2","POU domain, class 2, transcription factor 2","18987","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"76","ENSMUSG00000006519",0.809114780214868,2.59934679741548,9.30313098364049e-07,"Cyba","cytochrome b-245, alpha polypeptide","13057","GO:0001725","stress fiber"
"68","ENSMUSG00000005893",-0.644212632435968,5.03390792756772,0.00387965539378476,"Nr2c2","nuclear receptor subfamily 2, group C, member 2","22026","GO:0000977","RNA polymerase II regulatory region sequence-specific DNA binding"
"58","ENSMUSG00000004837",0.634615304695886,2.99412428809383,0.000108212314983272,"Grap","GRB2-related adaptor protein","71520","GO:0004715","non-membrane spanning protein tyrosine kinase activity"
"56","ENSMUSG00000004698",-0.548429934350922,4.36115189418039,0.000697798871661584,"Hdac9","histone deacetylase 9","79221","GO:0000118","histone deacetylase complex"
"44","ENSMUSG00000003545",0.54814253987218,1.51991106531688,0.0222227194293093,"Fosb","FBJ osteosarcoma oncogene B","14282","GO:0000978","RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"42","ENSMUSG00000003418",-0.56945643828697,2.37603222437708,0.00701213683979499,"St8sia6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6","241230","GO:0001574","ganglioside biosynthetic process"
"37","ENSMUSG00000003119",-0.569380395695644,4.18007366810054,0.000278992598054458,"Cdk12","cyclin-dependent kinase 12","69131","GO:0000166","nucleotide binding"
"22","ENSMUSG00000002028",-1.08890171425901,6.1792663548425,9.42010807447394e-10,"Kmt2a","lysine (K)-specific methyltransferase 2A","214162","GO:0001046","core promoter sequence-specific DNA binding"
"12","ENSMUSG00000000766",-1.39471359389793,1.83796076230034,0.00357964664413891,"Oprm1","opioid receptor, mu 1","18390","GO:0001965","G-protein alpha-subunit binding"
